Remote_Dep_Ct,Remote_Dep_Amt,OnlineWallet_Tx,OnlineWallet_Dollars,DigLogins_UniqDays,DigLogins_TotalLogins,DebitCard_Tx,DebitCard_Spend,Alerts_enrolled,engament score
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
8,816.8,6,225.0,107,184,0,0.0,12,55.54115024026693
18,10779.39,84,10883.57,64,85,501,15250.03,18,71.1063831555951
1,2085.0,18,2273.84,21,34,521,22262.98,0,27.83244273578924
0,0.0,21,1243.07,1,1,0,0.0,6,35.190630537227605
0,0.0,2,116.96000000000001,127,232,68,1266.21,30,54.19596756015221
9,4879.52,87,5769.08,132,290,1830,112538.85,18,70.70161134750481
0,0.0,0,0.0,108,170,2328,107041.81999999999,0,17.853380073042846
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
0,0.0,45,2585.42,132,225,2227,55751.91,0,33.38690409254485
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
1,1238.0,0,0.0,45,52,450,23853.68,0,18.587731051297425
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
0,0.0,0,0.0,10,12,0,0.0,18,35.769300388433315
2,2256.6,1,100.0,25,43,239,5926.91,0,23.381701616909442
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
0,0.0,0,0.0,4,6,34,1599.99,6,26.69240110963444
3,57.0,16,701.0,136,286,1476,55067.57,24,63.45799779710307
0,0.0,0,0.0,0,0,1082,38590.3,0,5.3192500101050655
0,0.0,0,0.0,0,0,0,0.0,6,22.394415164647725
0,0.0,0,0.0,3,3,0,0.0,0,8.3944780086176
0,0.0,0,0.0,5,5,0,0.0,12,31.272994568024288
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
5,2925.67,0,0.0,24,28,698,13714.220000000001,0,21.379867879320415
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
0,0.0,0,0.0,10,12,0,0.0,6,27.974809684071346
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
0,0.0,14,1884.95,116,205,433,24120.52,24,55.79971880465434
13,683.67,45,6679.7699999999995,24,27,4393,177630.5,18,63.023124393991225
0,0.0,91,6498.02,48,52,1492,42678.05,0,32.056957328788215
0,0.0,17,310.58,79,130,2638,66737.95999999999,6,44.35938235743626
0,0.0,0,0.0,0,0,0,0.0,6,22.394415164647725
0,0.0,18,720.52,53,58,1720,24889.989999999998,12,48.11940144196504
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
1,150.0,0,0.0,8,11,190,11453.24,6,31.993914155962035
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
0,0.0,0,0.0,79,95,1027,40772.340000000004,1,25.954946778164203
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
0,0.0,0,0.0,22,24,0,0.0,6,29.537865591221625
22,8728.03,105,11886.6,104,219,2158,87638.51999999999,12,72.40664055020159
0,0.0,24,3203.64,94,155,3765,98220.98,24,58.34954681168999
2,923.89,2,1000.0,0,0,100,3515.7499999999995,0,16.78930623093204
0,0.0,0,0.0,39,47,0,0.0,0,13.559949409765641
0,0.0,9,545.29,110,214,2602,45547.06,6,45.76459416481162
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
2,4000.0,9,145.56,76,555,18,615.77,11,55.1986181153977
5,4938.0,0,0.0,59,79,1940,68182.95,6,41.44049768695058
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
0,0.0,0,0.0,62,110,179,5205.87,6,33.84067901518105
0,0.0,0,0.0,0,0,85,3677.44,0,4.868004716504245
0,0.0,0,0.0,4,7,219,3410.54,5,26.74933030311255
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
0,0.0,23,3397.82,78,166,1226,59288.18,6,46.237697922016196
0,0.0,40,5255.85,111,206,3939,304779.41,6,48.22730362123353
0,0.0,27,4482.5,50,77,169,8349.56,12,49.287994981472735
0,0.0,0,0.0,68,216,991,13963.960000000001,6,36.787017639899055
0,0.0,0,0.0,47,77,282,23747.989999999998,6,31.588306846969356
1,500.0,0,0.0,15,16,1182,45603.15,6,33.721541826511526
0,0.0,13,2760.0,27,61,85,3047.87,6,41.269551554430876
0,0.0,0,0.0,114,189,1075,41709.16,0,18.46058952938196
0,0.0,6,4250.0,21,26,299,17417.75,0,20.757238053861684
2,1550.0,1,10.0,38,106,25,669.86,0,24.39039394305944
0,0.0,0,0.0,0,0,175,4902.540000000001,0,5.27199640266738
0,0.0,0,0.0,11,15,0,0.0,12,32.862322181435644
0,0.0,0,0.0,19,51,0,0.0,6,30.378117892325907
0,0.0,0,0.0,40,61,336,8444.38,6,32.35510812572876
6,1725.5100000000002,78,5848.620000000001,105,265,256,9964.939999999999,6,61.15355063709674
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
0,0.0,0,0.0,0,0,416,7207.11,0,5.918135214864158
0,0.0,0,0.0,0,0,677,50582.24,0,4.088731646195505
0,0.0,27,586.72,65,162,1265,27871.769999999997,0,28.332337208369268
0,0.0,0,0.0,70,117,906,159633.33,6,31.024930154366064
9,5046.0,0,0.0,13,16,333,8119.2699999999995,0,21.302577447388135
4,10400.0,0,0.0,26,31,1,110.7,12,42.25992231935351
0,0.0,0,0.0,2,2,163,50847.96,0,5.512405260549517
0,0.0,21,351.2,58,142,1219,26829.649999999998,0,26.846541469623013
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
0,0.0,0,0.0,29,50,0,0.0,0,13.242539406823315
0,0.0,0,0.0,12,22,0,0.0,0,11.153238189748762
0,0.0,0,0.0,4,4,0,0.0,12,30.964935601257757
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
1,3372.56,31,4181.47,110,250,3348,150663.66999999998,18,61.933438607453496
0,0.0,0,0.0,0,0,450,132420.84000000003,0,1.5121325113875805
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
0,0.0,0,0.0,32,48,24,13141.86,0,11.458244735928512
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
11,5045.99,7,70.0,0,0,0,0.0,0,21.354864816414427
0,0.0,0,0.0,0,0,1203,68116.73000000001,0,4.508256210950936
0,0.0,0,0.0,0,0,0,0.0,18,30.188905869009695
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
0,0.0,23,408.21000000000004,49,78,1357,48435.009999999995,0,25.014020968524687
10,854.86,20,1620.81,49,67,79,12174.0,0,33.443043194911986
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
3,4057.69,7,585.0,31,47,771,41990.240000000005,0,27.317291908602293
0,0.0,0,0.0,133,156,779,43064.009999999995,0,17.754652021535364
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
0,0.0,1,3.0,5,6,59,1231.6100000000001,6,30.457057103896016
0,0.0,0,0.0,27,33,0,0.0,12,34.770022387930204
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
0,0.0,69,10106.0,0,0,0,0.0,0,21.435590591431747
0,0.0,0,0.0,5,6,0,0.0,18,34.61806793427501
1,100.0,4,373.46000000000004,28,33,13,1470.0,18,48.27802748793388
0,0.0,92,1870.5,8,8,2080,169950.37,0,24.110341401985416
0,0.0,0,0.0,0,0,0,0.0,18,30.188905869009695
0,0.0,1,35.13,121,225,952,55057.57,34,53.31251502187663
0,0.0,25,1279.0,48,50,13,2569.59,30,54.145558148162905
0,0.0,15,2525.0,0,0,100,16630.0,0,13.730429697091903
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
0,0.0,2,300.0,14,17,78,5499.46,6,33.49964677135644
0,0.0,0,0.0,0,0,1677,142355.63,0,3.5384493329847473
1,700.0,36,2691.8599999999997,27,33,1075,71618.98,6,46.859754013143636
0,0.0,0,0.0,13,23,0,0.0,21,38.043559633342234
2,125.0,12,137.5,0,0,469,5117.889999999999,0,19.584142204028858
0,0.0,0,0.0,76,130,2652,75478.94,4,33.04248041884543
0,0.0,0,0.0,0,0,0,0.0,12,26.975430824799414
0,0.0,3,896.7,16,17,13,482.8,6,35.260895286632945
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
0,0.0,14,517.38,96,177,3265,129971.06,6,44.357993887539436
0,0.0,0,0.0,12,19,0,0.0,0,10.989100313197277
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
0,0.0,0,0.0,7,8,32,875.22,2,22.20059148813998
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
5,1600.0,9,645.0,45,52,716,11180.490000000002,4,46.52013892290235
0,0.0,0,0.0,0,0,1262,41245.47,0,5.493587508014432
0,0.0,0,0.0,12,17,0,0.0,0,10.869814495974898
0,0.0,0,0.0,1,1,0,0.0,0,7.28300288962329
3,2187.41,88,4879.42,23,42,1633,20660.44,6,55.796236142796204
1,166.28,52,1155.2799999999997,141,410,2530,63854.05,6,57.06648256068732
2,200.0,1,51.0,29,32,253,117489.15,12,40.46770456527195
1,750.0,0,0.0,5,5,0,0.0,0,13.750024366656234
0,0.0,1,245.62,7,8,0,0.0,8,33.38858524533282
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
1,200.0,0,0.0,7,7,816,9465.49,0,15.97676987834349
0,0.0,0,0.0,9,9,0,0.0,10,30.893827175807807
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
0,0.0,0,0.0,84,122,3864,125150.53,0,17.561601171620374
0,0.0,3,195.0,130,174,1792,168298.21,22,49.213452644698584
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
2,600.0,0,0.0,12,12,0,0.0,18,41.70115996281825
0,0.0,0,0.0,64,86,442,32632.260000000002,0,14.758525103965505
0,0.0,1,60.0,67,111,7,195.69,58,57.33989127683046
0,0.0,0,0.0,82,132,0,0.0,4,32.00268650294706
0,0.0,0,0.0,3,3,0,0.0,6,26.019120806900045
0,0.0,0,0.0,20,32,0,0.0,12,34.36284629957419
0,0.0,0,0.0,111,236,2353,41762.240000000005,0,20.541928523903646
0,0.0,0,0.0,0,0,165,8026.32,0,4.783015771637086
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
0,0.0,13,2256.1,31,34,0,0.0,0,22.51599091199474
0,0.0,0,0.0,26,32,26,570.98,6,30.466521564161106
21,53638.74,60,15036.9,61,79,0,0.0,30,75.64590220756055
1,525.0,17,1685.76,90,197,1055,43523.03,12,54.86672123639232
4,10400.0,0,0.0,8,8,41,2089.4,18,42.97658706458556
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
0,0.0,1,14.5,31,36,320,7694.9,6,34.61796831197709
15,9100.0,3,68.7,39,132,164,22517.55,0,30.697218975963313
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
0,0.0,0,0.0,0,0,8,171.88,0,5.022604652147258
4,2134.13,2,700.0,35,46,811,68232.79999999999,30,55.58991627571947
0,0.0,1,200.0,9,11,1,92.6,0,14.256575960691256
0,0.0,0,0.0,41,48,0,0.0,6,31.289060266842146
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
19,16560.62,0,0.0,37,43,1108,51185.09,24,54.002613782320495
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
0,0.0,0,0.0,5,6,637,33343.350000000006,0,9.109022478287656
2,61.75,70,37615.16,35,45,0,0.0,6,56.14254020030572
0,0.0,0,0.0,1,2,101,3419.16,0,7.889144587686793
0,0.0,1,1000.0,132,281,0,0.0,0,24.57742134505827
10,2855.7,6,529.5,13,15,112,1393.63,6,46.22714872409364
0,0.0,0,0.0,0,0,564,40999.99,0,4.174042478373895
0,0.0,1,98.25,0,0,610,16178.7,0,9.500189941083185
0,0.0,30,4832.4400000000005,0,0,0,0.0,0,17.524425786271124
0,0.0,0,0.0,0,0,305,12362.91,0,4.992509530231626
0,0.0,0,0.0,0,0,435,6666.07,0,6.0472885400675445
0,0.0,0,0.0,0,0,259,23177.08,0,4.038317954810385
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
14,8327.86,0,0.0,37,49,0,0.0,0,24.7556717854518
0,0.0,0,0.0,8,10,330,19001.71,6,27.41942335013605
0,0.0,1,31.0,27,39,44,1058.42,6,34.34949771234411
1,94.0,324,16718.29,125,229,82,1948.2,57,86.30309056031207
1,100.0,27,1040.6699999999998,40,61,2800,128856.26,0,29.44208713181749
8,809.15,10,1802.91,94,119,1449,68144.34,0,34.65009176868278
0,0.0,24,995.06,93,151,766,56253.79,0,26.897123275094263
10,1000.0,55,4761.34,24,28,0,0.0,0,36.50914927622218
0,0.0,3,46.75,29,44,29,165.54000000000002,6,36.38310751215499
0,0.0,30,16512.21,0,0,0,0.0,0,19.617950160697927
1,14489.15,6,1452.0,34,69,2032,133111.04,0,26.524930718511428
4,11432.05,19,4579.68,52,94,197,43197.39,66,71.66665516655897
0,0.0,1,43.0,4,6,18,529.01,6,30.5139474343375
0,0.0,0,0.0,43,72,377,5021.54,0,15.715999899443084
0,0.0,7,516.0,26,31,1955,90469.07999999999,0,19.84060085571146
6,397.46999999999997,209,6022.61,103,165,2727,104693.0,6,64.73040728302453
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
10,5595.65,22,5680.610000000001,0,0,118,9122.349999999999,0,26.495924733153082
0,0.0,22,1254.96,71,120,2722,61355.01000000001,0,28.23579501017825
18,2684.2799999999997,27,1056.99,28,38,447,6778.76,0,36.71968190867484
0,0.0,15,8457.83,4,5,576,24550.07,18,46.36049856243831
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
0,0.0,0,0.0,4,5,0,0.0,2,21.130072157311123
0,0.0,2,609.52,4,4,0,0.0,0,14.328173494573685
8,779.3,15,14762.0,60,80,1211,169028.30000000002,6,52.19552511750352
0,0.0,0,0.0,2,9,0,0.0,0,8.943593336673796
0,0.0,4,1228.0,88,126,1699,61790.83,0,24.2677697525808
7,3575.0,11,304.61,19,22,2323,106947.0,6,46.09650051576251
0,0.0,4,1276.01,18,21,402,8922.69,6,37.108233233118824
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
0,0.0,11,1142.49,53,63,1132,31767.17,0,24.143189045673587
0,0.0,0,0.0,0,0,0,0.0,6,22.394415164647725
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
0,0.0,0,0.0,0,0,0,0.0,6,22.394415164647725
11,10821.18,0,0.0,35,48,0,0.0,12,46.14641400142705
0,0.0,0,0.0,9,11,0,0.0,12,32.37989876405449
0,0.0,0,0.0,96,167,0,0.0,12,39.622978203244315
2,1803.72,71,4400.5599999999995,30,33,2531,61537.73999999999,0,35.626195439746304
0,0.0,59,3452.3900000000003,15,17,603,15120.27,6,44.10841019392084
16,748.0,30,3088.0,0,0,0,0.0,0,28.10197342529491
4,1873.31,17,1062.8000000000002,74,89,1311,57665.05,6,50.45088876063896
0,0.0,8,33.94,71,126,1494,37693.29,6,41.408549670762156
1,433.0,0,0.0,0,0,0,0.0,0,9.381098463440857
0,0.0,0,0.0,4,4,1,5.0,0,9.038129499605098
0,0.0,0,0.0,126,217,935,61271.96,12,40.290806353114206
2,810.0,14,983.59,112,218,1079,36167.25,0,33.92146843776821
0,0.0,0,0.0,20,48,0,0.0,12,34.927143391446364
0,0.0,0,0.0,2,4,81,16770.15,1,16.65174493624591
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
0,0.0,0,0.0,143,215,0,0.0,18,44.26657705688412
0,0.0,0,0.0,0,0,0,0.0,12,26.975430824799414
0,0.0,0,0.0,44,72,66,9211.800000000001,0,13.540926445980373
3,6078.0,0,0.0,8,8,586,26624.089999999997,12,39.1151913462903
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
0,0.0,8,2512.9,38,43,672,20378.54,1,32.65052017129186
0,0.0,0,0.0,0,0,377,23835.98,0,4.444135251465845
0,0.0,0,0.0,9,12,0,0.0,36,42.2807273898662
6,1300.86,19,1496.6800000000003,84,183,1,2.04,60,74.12982176910528
0,0.0,2,524.2,48,59,1864,102155.19,6,37.08335310397442
0,0.0,45,4265.73,85,158,1798,47463.98,12,54.29380064875684
4,1086.0900000000001,32,1700.17,43,99,1016,37985.46000000001,6,52.00631214348676
0,0.0,0,0.0,0,0,27,-182.04000000000002,0,7.144529147992007
0,0.0,21,6108.81,136,288,2286,116256.52,0,31.543146596341888
0,0.0,0,0.0,29,35,346,8991.67,0,13.440767796994955
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
0,0.0,7,2400.0,75,115,5,2000.0,36,55.86757509628342
1,434.86,0,0.0,105,190,1449,64536.759999999995,0,22.70258135263
0,0.0,0,0.0,18,23,0,0.0,0,11.630349280891702
0,0.0,0,0.0,7,7,0,0.0,10,30.473734058214163
0,0.0,7,1153.0,15,17,575,7976.2,12,42.67200689179649
2,100.0,0,0.0,66,113,1911,90577.1,12,43.772338971490214
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
0,0.0,0,0.0,16,22,0,0.0,0,11.449319690576294
0,0.0,0,0.0,6,6,0,0.0,6,26.961258102994137
0,0.0,0,0.0,12,13,0,0.0,12,32.8053274604142
0,0.0,17,7076.32,68,135,852,131446.90000000002,12,48.05934068552047
0,0.0,0,0.0,68,163,199,11169.669999999998,0,16.589722215026875
0,0.0,0,0.0,0,0,159,8836.58,0,4.654930697584081
0,0.0,25,2142.2799999999997,50,101,332,-335.819999999999,6,48.720328573663394
0,0.0,0,0.0,5,10,0,0.0,0,9.613233893011731
3,198.0,0,0.0,37,102,6,137.11,0,21.417238665337763
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
8,4120.389999999999,30,7265.36,2,2,18,315.72,6,48.58180707929598
18,35149.79,467,38692.47,108,188,0,0.0,24,88.38895911539569
18,26051.98,174,23136.29,141,510,3081,144801.1,48,91.64381003794493
3,1310.82,3,344.56,6,7,1793,103360.3,0,21.48346450364509
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
0,0.0,0,0.0,10,15,0,0.0,0,10.567297881512083
27,28877.22,56,7782.280000000001,0,0,1816,133224.99,6,51.161291676712324
0,0.0,0,0.0,56,70,959,42474.65,0,14.92951130969505
0,0.0,14,963.42,98,162,2612,101989.28,12,49.23587704007941
0,0.0,1,75.0,0,0,965,43540.75,0,8.726300371331021
0,0.0,0,0.0,60,63,380,29601.590000000004,42,47.779647041376364
0,0.0,19,372.41999999999996,107,181,1476,27717.759999999995,0,28.616752245081685
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
0,0.0,0,0.0,16,46,0,0.0,0,12.408578198571112
4,600.0,83,5183.32,56,72,1827,59023.619999999995,0,39.121213202443975
2,165.73000000000002,0,0.0,49,76,2266,122881.97,42,53.789341568770915
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
0,0.0,0,0.0,16,20,0,0.0,6,28.966342827415854
0,0.0,95,2214.33,50,59,1933,32396.979999999996,0,32.09703245322959
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
0,0.0,0,0.0,8,8,0,0.0,24,37.77360993143859
4,3103.12,0,0.0,40,54,313,18704.36,0,21.013511888430575
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
4,440.81,129,3092.1499999999996,74,94,1713,32092.769999999997,0,42.16607679026687
0,0.0,0,0.0,5,11,156,4820.63,0,10.104592557921597
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
0,0.0,0,0.0,0,0,2425,48392.33,0,6.597544425881484
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
2,450.25,0,0.0,112,165,1022,38437.63,0,23.877501900147735
0,0.0,86,20877.08,69,99,1130,99668.85,0,33.53831397844774
0,0.0,3,193.95,78,110,2023,7657.640000000003,0,25.36133354671266
58,298404.0,0,0.0,0,0,0,0.0,0,24.381808023992395
6,1619.54,24,1366.5,73,111,3,365.89,12,56.98412255197671
22,14215.380000000001,4,260.0,67,97,1991,70743.13,5,51.92600733109289
0,0.0,19,541.88,99,179,1926,76629.35,0,27.481574167417328
1,333.0,1,15.0,20,21,581,21622.690000000002,6,37.62040599393739
0,0.0,16,15112.01,68,96,3827,226053.78,0,28.170081946854516
0,0.0,0,0.0,6,7,0,0.0,12,31.6599512516836
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
0,0.0,0,0.0,0,0,37,317.59000000000003,0,5.538749448349169
5,1292.82,32,1387.2,114,254,2682,63029.060000000005,11,61.26306657639992
0,0.0,0,0.0,42,44,347,13286.689999999999,0,13.869738893255821
0,0.0,30,4158.26,76,103,2363,61346.12,6,47.48777067692038
1,1196.73,44,5768.660000000001,33,41,2156,94341.89,0,32.3251370220495
0,0.0,0,0.0,24,32,0,0.0,12,34.581401062339026
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
0,0.0,0,0.0,10,12,0,0.0,6,27.974809684071346
1,18.88,27,1735.33,33,44,1438,63632.99,6,46.70400529689483
0,0.0,0,0.0,9,9,0,0.0,12,32.20316097982866
0,0.0,0,0.0,27,30,0,0.0,6,30.065812968546084
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
0,0.0,2,233.61,36,40,0,0.0,0,18.214621031681943
0,0.0,24,2210.0,128,336,1128,71311.51999999999,11,52.073737950763444
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
0,0.0,0,0.0,8,13,0,0.0,0,10.227753391131781
0,0.0,0,0.0,59,100,1830,45504.98,0,16.77764923445632
0,0.0,1,200.0,129,291,960,39852.899999999994,6,41.518599318589665
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
1,776.0,49,3876.9100000000003,131,333,2481,7793.409999999999,18,68.15738750107312
0,0.0,0,0.0,3,5,13,1047.3400000000001,0,8.505039348279482
0,0.0,0,0.0,27,28,690,11274.19,10,34.673042918485805
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
0,0.0,0,0.0,8,13,77,2856.02,6,28.05386884416437
0,0.0,16,1635.0,108,162,1233,77877.18,12,49.18052915674856
0,0.0,13,949.8,21,23,40,1905.8,6,38.379839558944425
0,0.0,0,0.0,3,4,0,0.0,6,26.197400283417533
0,0.0,0,0.0,10,19,0,0.0,0,10.815633283034497
0,0.0,0,0.0,2,3,0,0.0,0,8.160185855171473
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
0,0.0,21,2092.21,15,21,248,-3624.1099999999997,6,45.20426436319212
2,600.0,0,0.0,4,9,0,0.0,12,37.32845615046476
0,0.0,33,939.6299999999999,24,43,287,928.03,0,26.129050553487467
0,0.0,0,0.0,7,7,0,0.0,12,31.783067862235015
0,0.0,0,0.0,1,1,0,0.0,12,29.48866134805742
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
0,0.0,0,0.0,55,96,2143,52755.19,6,34.29795743430758
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
0,0.0,56,2159.73,0,0,2725,67890.43,0,20.029853341244916
1,100.0,1,400.0,9,13,0,0.0,4,34.777521449266516
0,0.0,0,0.0,0,0,416,20835.940000000002,0,4.749809080240443
4,6062.35,15,1593.0,55,63,1,64.2,42,65.52051082706632
0,0.0,0,0.0,48,52,570,15867.099999999999,0,14.776211889718114
0,0.0,0,0.0,1,1,0,0.0,12,29.48866134805742
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
0,0.0,0,0.0,0,0,0,0.0,6,22.394415164647725
3,2651.24,24,1827.8999999999999,100,174,1749,75686.48999999999,18,61.05923336329849
21,6566.88,88,10316.14,96,155,1105,51566.85,12,69.84037621461297
52,60713.17,329,12614.48,86,142,921,35799.71,0,59.81211450772667
0,0.0,3,5017.0,41,45,2441,75134.87,6,40.40561173966637
0,0.0,0,0.0,1,2,0,0.0,0,7.602245850018445
0,0.0,0,0.0,4,4,0,0.0,0,8.759277142823628
0,0.0,0,0.0,0,0,2972,118139.33000000002,0,5.291138189002005
0,0.0,0,0.0,7,7,0,0.0,0,9.577409403800885
10,10154.65,55,10263.119999999999,60,83,3756,103672.48,6,60.262544684761394
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
2,169.77,8,682.0,115,194,2862,63811.880000000005,0,33.17704292383565
0,0.0,0,0.0,42,45,1155,46406.46000000001,6,31.592022597354582
0,0.0,0,0.0,2,2,0,0.0,54,44.596978777631904
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
0,0.0,0,0.0,31,31,153,6950.049999999999,0,12.740462702763354
0,0.0,0,0.0,31,33,0,0.0,0,12.746038071475905
0,0.0,0,0.0,1,1,0,0.0,6,24.90764568790573
0,0.0,42,1158.04,87,114,3570,129942.70000000001,6,47.02371013823547
2,1529.3,27,1353.34,103,206,1450,34404.67,36,68.28381168625043
0,0.0,15,3449.4,54,107,694,17512.8,0,26.920799298451694
0,0.0,0,0.0,65,80,0,0.0,18,40.647823354669754
1,254.9,0,0.0,49,65,118,3939.1499999999996,0,19.276875980708336
0,0.0,50,2874.92,101,173,2428,126587.18000000001,6,48.78864868010047
0,0.0,0,0.0,0,0,3234,54863.33,0,7.082715727035016
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
0,0.0,10,543.77,87,126,1405,33778.21,0,25.840309766069225
0,0.0,0,0.0,42,60,0,0.0,12,36.2504849835263
0,0.0,0,0.0,0,0,115,-2989.2299999999996,0,9.362617711540757
0,0.0,70,3009.25,72,95,2135,19490.61,30,63.71453622525718
0,0.0,787,36388.729999999996,97,271,1152,75111.55,12,74.00975545270347
1,1822.27,1,1000.0,13,20,0,0.0,12,43.380468254023995
2,2676.65,14,2194.3199999999997,35,46,3428,265708.31,0,27.9713031573552
0,0.0,0,0.0,10,10,0,0.0,12,32.39002184815344
0,0.0,4,93.0,131,247,1761,147629.83000000002,3,37.282276483781075
0,0.0,51,2790.7400000000002,109,168,1785,54181.990000000005,6,49.987373719347545
0,0.0,0,0.0,0,0,1401,55260.119999999995,6,22.814239935589157
0,0.0,85,122844.26000000001,0,0,0,0.0,6,46.75105608129536
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
0,0.0,0,0.0,13,14,0,0.0,8,30.149877168713953
0,0.0,0,0.0,8,12,0,0.0,12,32.35737676353752
0,0.0,0,0.0,19,25,661,8279.9,0,13.45908733684473
0,0.0,0,0.0,0,0,0,0.0,18,30.188905869009695
8,30325.97,0,0.0,10,10,0,0.0,12,42.3662551636141
0,0.0,0,0.0,0,0,0,0.0,0,4.769772366365281
